,Year,Taxon,Class,Importer,Exporter,Purpose,Source
64268,2016,Varanus salvator,Reptilia,VN,FR,T,W
64269,2016,Varanus salvator,Reptilia,VN,IT,P,W
64270,2016,Varanus salvator,Reptilia,VN,IT,P,W
64271,2016,Varanus salvator,Reptilia,VN,IT,T,W
64272,2016,Varanus salvator,Reptilia,VN,IT,T,W
64273,2016,Varanus salvator,Reptilia,VN,IT,P,W
64274,2016,Varanus salvator,Reptilia,VN,IT,T,W
64275,2016,Varanus salvator,Reptilia,VN,JP,T,W
64276,2016,Varanus salvator,Reptilia,VN,JP,T,W
64277,2016,Varanus salvator,Reptilia,VN,JP,T,W
64278,2016,Varanus salvator,Reptilia,VN,MO,T,W
64279,2016,Varanus salvator,Reptilia,VN,NL,T,W
64280,2016,Varanus salvator,Reptilia,VN,SG,T,W
64283,2016,Varanus salvator,Reptilia,XX,FR,T,W
64284,2016,Varanus salvator,Reptilia,XX,FR,T,W
64285,2016,Varanus salvator,Reptilia,XX,GB,T,W
64286,2016,Varanus salvator,Reptilia,XX,IT,P,W
64287,2016,Varanus salvator,Reptilia,XX,IT,P,W
64288,2016,Varanus salvator,Reptilia,XX,IT,T,W
64289,2016,Varanus salvator,Reptilia,XX,IT,T,C
64290,2016,Varanus salvator,Reptilia,XX,IT,T,W
64291,2016,Varanus salvator,Reptilia,XX,MC,P,W
64292,2016,Varanus salvator,Reptilia,XX,MC,P,W
64293,2016,Varanus salvator,Reptilia,XX,MC,P,W
64294,2016,Varanus salvator,Reptilia,ZA,AT,T,W
64295,2016,Varanus salvator,Reptilia,ZA,FR,T,W
64296,2016,Varanus salvator,Reptilia,ZA,ID,T,C
64297,2016,Varanus salvator,Reptilia,ZA,ID,T,W
64298,2016,Varanus salvator,Reptilia,ZA,IT,P,W
64299,2016,Varanus salvator,Reptilia,ZA,IT,T,W
64300,2016,Varanus salvator,Reptilia,ZA,IT,T,W
64301,2016,Varanus salvator,Reptilia,ZA,NL,T,W
64302,2016,Varanus similis,Reptilia,CA,ID,T,F
64303,2016,Varanus similis,Reptilia,CZ,ID,T,F
64304,2016,Varanus similis,Reptilia,GB,ID,T,F
64305,2016,Varanus similis,Reptilia,JP,ID,T,F
64306,2016,Varanus similis,Reptilia,KR,ID,T,F
64307,2016,Varanus similis,Reptilia,US,ID,T,F
64308,2016,Varanus similis,Reptilia,ZA,ID,T,F
64309,2016,Varanus spenceri,Reptilia,CA,NL,T,C
64310,2016,Varanus spenceri,Reptilia,JP,NL,T,C
64311,2016,Varanus spenceri,Reptilia,JP,NL,T,C
64312,2016,Varanus spinulosus,Reptilia,JP,SB,T,W
64313,2016,Varanus spinulosus,Reptilia,US,SB,T,W
64314,2016,Varanus storri,Reptilia,JP,DE,T,C
64315,2016,Varanus timorensis,Reptilia,AR,ID,T,C
64316,2016,Varanus timorensis,Reptilia,CA,ID,T,C
64317,2016,Varanus timorensis,Reptilia,CZ,ID,T,C
64318,2016,Varanus timorensis,Reptilia,GB,ID,T,C
64319,2016,Varanus timorensis,Reptilia,GT,US,T,C
64320,2016,Varanus timorensis,Reptilia,JP,CA,T,C
64321,2016,Varanus timorensis,Reptilia,JP,ID,T,C
64322,2016,Varanus timorensis,Reptilia,JP,US,T,C
64323,2016,Varanus timorensis,Reptilia,KR,ID,T,C
64324,2016,Varanus timorensis,Reptilia,PH,ID,B,C
64325,2016,Varanus timorensis,Reptilia,PH,ID,T,C
64326,2016,Varanus timorensis,Reptilia,RU,ID,T,C
64327,2016,Varanus timorensis,Reptilia,US,ID,T,C
64328,2016,Varanus timorensis,Reptilia,ZA,ID,T,C
64329,2016,Varanus tristis,Reptilia,JP,DE,T,C
64330,2016,Varanus tristis,Reptilia,JP,DE,T,C
64331,2016,Varanus tristis,Reptilia,US,DE,T,C
64332,2016,Varanus varius,Reptilia,FI,NO,Z,I
64333,2016,Varanus varius,Reptilia,FI,NO,Z,I
64334,2016,Varanus varius,Reptilia,NZ,AU,Z,C
64335,2016,Varanus varius,Reptilia,US,DE,T,F
64336,2016,Varanus yuwonoi,Reptilia,JP,ID,T,C
64337,2016,Varanus yuwonoi,Reptilia,PH,ID,B,F
64338,2016,Varanus yuwonoi,Reptilia,PH,ID,T,F
64339,2016,Varanus yuwonoi,Reptilia,US,ID,T,C
64340,2016,Varanus yuwonoi,Reptilia,US,ID,T,F
64341,2016,Varanus yuwonoi,Reptilia,ZA,ID,T,F
64342,2016,Trimeresurus mangshanensis,Reptilia,CH,DE,T,C
64343,2016,Trimeresurus mangshanensis,Reptilia,US,CH,T,C
64344,2016,Trimeresurus mangshanensis,Reptilia,US,FR,T,F
64345,2016,Trimeresurus mangshanensis,Reptilia,US,FR,T,F
64346,2016,Trimeresurus mangshanensis,Reptilia,US,RU,Z,C
64347,2016,Vipera wagneri,Reptilia,US,DE,T,C
64364,2016,Hemigalus derbyanus,Mammalia,SK,ID,T,F
64365,2016,Shinisaurus crocodilurus,Reptilia,CA,HK,T,C
64366,2016,Shinisaurus crocodilurus,Reptilia,CA,US,Z,C
64367,2016,Shinisaurus crocodilurus,Reptilia,CN,IT,T,C
64368,2016,Shinisaurus crocodilurus,Reptilia,HK,IT,T,C
64369,2016,Shinisaurus crocodilurus,Reptilia,JP,DE,T,C
64370,2016,Shinisaurus crocodilurus,Reptilia,US,DE,T,C
64371,2016,Shinisaurus crocodilurus,Reptilia,US,RU,Z,C
64428,2016,Indopacetus pacificus,Mammalia,US,AU,S,W
64429,2016,Mesoplodon spp.,Mammalia,US,AU,S,W
64430,2016,Mesoplodon bidens,Mammalia,US,AU,S,W
64431,2016,Mesoplodon bowdoini,Mammalia,US,AU,S,W
64432,2016,Mesoplodon bowdoini,Mammalia,US,AU,S,W
64433,2016,Mesoplodon carlhubbsi,Mammalia,DK,US,S,W
64434,2016,Mesoplodon carlhubbsi,Mammalia,US,AU,S,W
64435,2016,Mesoplodon densirostris,Mammalia,DK,US,S,W
64436,2016,Mesoplodon densirostris,Mammalia,DK,US,S,W
64437,2016,Mesoplodon densirostris,Mammalia,US,AU,S,W
64438,2016,Mesoplodon densirostris,Mammalia,US,AU,S,W
64439,2016,Mesoplodon densirostris,Mammalia,US,AU,S,W
64440,2016,Mesoplodon europaeus,Mammalia,US,AU,S,W
64441,2016,Mesoplodon europaeus,Mammalia,US,AU,S,W
64442,2016,Mesoplodon europaeus,Mammalia,US,AU,S,W
64443,2016,Mesoplodon ginkgodens,Mammalia,US,AU,S,W
64444,2016,Mesoplodon ginkgodens,Mammalia,US,AU,S,W
64445,2016,Mesoplodon grayi,Mammalia,US,AR,S,W
64446,2016,Mesoplodon grayi,Mammalia,US,AR,S,W
64447,2016,Mesoplodon grayi,Mammalia,US,AU,S,W
64448,2016,Mesoplodon grayi,Mammalia,US,AU,S,W
64449,2016,Mesoplodon grayi,Mammalia,US,AU,S,W
64450,2016,Mesoplodon grayi,Mammalia,US,AU,S,W
64451,2016,Mesoplodon hectori,Mammalia,GB,US,S,W
64452,2016,Mesoplodon hectori,Mammalia,US,AU,S,W
64453,2016,Mesoplodon hectori,Mammalia,US,AU,S,W
64454,2016,Mesoplodon layardii,Mammalia,US,AR,S,W
64455,2016,Mesoplodon layardii,Mammalia,US,AR,S,W
64456,2016,Mesoplodon layardii,Mammalia,US,AU,S,W
64457,2016,Mesoplodon layardii,Mammalia,US,AU,S,W
64458,2016,Mesoplodon layardii,Mammalia,US,AU,S,W
64459,2016,Mesoplodon mirus,Mammalia,DK,US,S,W
64460,2016,Mesoplodon mirus,Mammalia,DK,US,S,W
64461,2016,Mesoplodon mirus,Mammalia,DK,US,S,W
64462,2016,Mesoplodon mirus,Mammalia,US,AU,S,W
64463,2016,Mesoplodon mirus,Mammalia,US,AU,S,W
64464,2016,Mesoplodon mirus,Mammalia,US,AU,S,W
64465,2016,Mesoplodon mirus,Mammalia,US,AU,S,W
64466,2016,Mesoplodon perrini,Mammalia,US,AU,S,W
64467,2016,Mesoplodon peruvianus,Mammalia,US,AU,S,W
64468,2016,Mesoplodon stejnegeri,Mammalia,CA,US,S,W
64469,2016,Mesoplodon stejnegeri,Mammalia,US,AU,S,W
64470,2016,Mesoplodon stejnegeri,Mammalia,US,AU,S,W
64471,2016,Mesoplodon stejnegeri,Mammalia,US,GB,S,W
64472,2016,Mesoplodon traversii,Mammalia,US,AU,S,W
64473,2016,Tasmacetus shepherdi,Mammalia,US,AR,S,W
64474,2016,Tasmacetus shepherdi,Mammalia,US,AR,S,W
64475,2016,Tasmacetus shepherdi,Mammalia,US,AU,S,W
64476,2016,Ziphius cavirostris,Mammalia,CA,US,S,W
64477,2016,Ziphius cavirostris,Mammalia,DK,US,S,W
64478,2016,Ziphius cavirostris,Mammalia,DK,US,S,W
64479,2016,Ziphius cavirostris,Mammalia,DK,US,S,W
64480,2016,Ziphius cavirostris,Mammalia,DK,US,S,W
64481,2016,Ziphius cavirostris,Mammalia,DK,US,S,W
64482,2016,Ziphius cavirostris,Mammalia,DK,US,S,W
64483,2016,Ziphius cavirostris,Mammalia,DK,US,S,W
64484,2016,Ziphius cavirostris,Mammalia,US,AR,S,W
64485,2016,Ziphius cavirostris,Mammalia,US,AR,S,W
64641,2016,Acipenseriformes spp.,Actinopteri,IT,US,T,C
64642,2016,Acipenseriformes spp.,Actinopteri,JP,CN,T,C
64643,2016,Acipenseriformes spp.,Actinopteri,JP,CN,T,C
64644,2016,Acipenseriformes spp.,Actinopteri,JP,DE,T,C
64645,2016,Acipenseriformes spp.,Actinopteri,JP,FR,T,C
64646,2016,Acipenseriformes spp.,Actinopteri,JP,FR,T,C
64647,2016,Acipenseriformes spp.,Actinopteri,JP,IT,T,C
64648,2016,Acipenseriformes spp.,Actinopteri,JP,KR,T,C
64649,2016,Acipenseriformes spp.,Actinopteri,JP,NL,T,C
64650,2016,Acipenseriformes spp.,Actinopteri,JP,RO,P,C
64651,2016,Acipenseriformes spp.,Actinopteri,JP,TW,T,C
64652,2016,Acipenseriformes spp.,Actinopteri,JP,US,T,C
64653,2016,Acipenseriformes spp.,Actinopteri,US,DE,T,I
64654,2016,Acipenseriformes spp.,Actinopteri,US,GB,P,I
64655,2016,Acipenseriformes spp.,Actinopteri,US,GB,T,I
64656,2016,Acipenseriformes spp.,Actinopteri,US,JP,P,I
64657,2016,Acipenseriformes spp.,Actinopteri,US,RU,P,I
64658,2016,Acipenseriformes spp.,Actinopteri,US,RU,T,I
64659,2016,Acipenseriformes spp.,Actinopteri,US,RU,P,I
64660,2016,Acipenseriformes spp.,Actinopteri,US,RU,P,I
64661,2016,Antipatharia spp.,Anthozoa,AU,US,T,W
64662,2016,Antipatharia spp.,Anthozoa,CA,US,T,W
64663,2016,Antipatharia spp.,Anthozoa,IT,US,S,W
64664,2016,Antipatharia spp.,Anthozoa,JP,US,T,W
64665,2016,Antipatharia spp.,Anthozoa,NZ,US,T,W
64666,2016,Antipatharia spp.,Anthozoa,RU,SC,P,W
64667,2016,Antipatharia spp.,Anthozoa,SN,US,L,I
64668,2016,Antipatharia spp.,Anthozoa,SN,US,L,I
64669,2016,Antipatharia spp.,Anthozoa,US,DM,S,W
64670,2016,Antipatharia spp.,Anthozoa,US,MX,P,I
64671,2016,Antipatharia spp.,Anthozoa,US,PW,P,I
64672,2016,Antipatharia spp.,Anthozoa,US,PW,P,I
64673,2016,Antipatharia spp.,Anthozoa,US,PW,M,I
64674,2016,Antipatharia spp.,Anthozoa,US,PW,P,I
64675,2016,Antipatharia spp.,Anthozoa,US,PW,M,I
64676,2016,Antipatharia spp.,Anthozoa,US,PW,P,I
64677,2016,Cetacea spp.,Mammalia,AT,US,Q,O
64678,2016,Cetacea spp.,Mammalia,DK,GL,P,W
64679,2016,Cetacea spp.,Mammalia,FR,CA,T,O
64680,2016,Cetacea spp.,Mammalia,SN,US,L,I
64681,2016,Cetacea spp.,Mammalia,SN,US,L,I
64682,2016,Cetacea spp.,Mammalia,US,AT,Q,O
64683,2016,Cetacea spp.,Mammalia,US,DK,P,I
64684,2016,Cetacea spp.,Mammalia,US,FK,S,W
64685,2016,Cetacea spp.,Mammalia,US,FK,S,I
64686,2016,Cetacea spp.,Mammalia,US,FK,S,W
64687,2016,Cetacea spp.,Mammalia,US,GB,P,I
64688,2016,Cetacea spp.,Mammalia,US,IS,P,I
64689,2016,Cetacea spp.,Mammalia,US,IS,P,I
64690,2016,Cetacea spp.,Mammalia,US,IS,P,I
64691,2016,Cetacea spp.,Mammalia,US,JP,P,I
64692,2016,Cetacea spp.,Mammalia,US,JP,P,I
64693,2016,Cetacea spp.,Mammalia,US,JP,P,I
64694,2016,Cetacea spp.,Mammalia,US,JP,P,I
64695,2016,Cetacea spp.,Mammalia,US,JP,P,I
64696,2016,Cetacea spp.,Mammalia,US,MX,P,I
64697,2016,Cetacea spp.,Mammalia,US,MX,P,I
64698,2016,Cetacea spp.,Mammalia,US,MX,P,I
64699,2016,Cetacea spp.,Mammalia,US,NL,P,I
64700,2016,Cetacea spp.,Mammalia,US,NO,P,I
64701,2016,Cetacea spp.,Mammalia,US,NO,P,I
64702,2016,Cetacea spp.,Mammalia,US,NZ,P,I
64703,2016,Cetacea spp.,Mammalia,US,NZ,T,I
64704,2016,Cetacea spp.,Mammalia,US,NZ,P,I
64705,2016,Cetacea spp.,Mammalia,US,XX,P,I
64708,2016,Crocodylia spp.,Reptilia,DE,CH,P,O
64709,2016,Crocodylia spp.,Reptilia,HK,GB,T,R
64710,2016,Crocodylia spp.,Reptilia,JP,DK,T,O
64711,2016,Crocodylia spp.,Reptilia,US,CN,P,I
64712,2016,Crocodylia spp.,Reptilia,US,FR,T,C
64713,2016,Crocodylia spp.,Reptilia,US,IT,P,I
64714,2016,Crocodylia spp.,Reptilia,US,JP,P,I
64715,2016,Crocodylia spp.,Reptilia,US,MX,P,I
64716,2016,Crocodylia spp.,Reptilia,US,TH,P,I
64717,2016,Crocodylia spp.,Reptilia,US,VN,P,I
64756,2016,Falconiformes spp.,Aves,DE,CG,S,W
64757,2016,Lepidoptera spp.,Insecta,AU,AT,T,F
64758,2016,Mammalia,Mammalia,ID,US,T,I
64759,2016,Mammalia,Mammalia,IE,US,T,I
64760,2016,Mammalia,Mammalia,IT,MG,S,W
64769,2016,Primates spp.,Mammalia,US,CR,P,I
64770,2016,Primates spp.,Mammalia,US,DK,S,I
64771,2016,Primates spp.,Mammalia,US,HK,T,I
64772,2016,Primates spp.,Mammalia,US,MX,P,I
64773,2016,Primates spp.,Mammalia,US,NG,H,I
64774,2016,Primates spp.,Mammalia,US,PE,T,I
64775,2016,Primates spp.,Mammalia,US,PE,S,W
64776,2016,Primates spp.,Mammalia,US,PE,S,W
64777,2016,Primates spp.,Mammalia,US,SG,T,I
64778,2016,Primates spp.,Mammalia,US,ZA,P,I
64780,2016,Psittaciformes spp.,Aves,JP,US,T,F
64781,2016,Psittaciformes spp.,Aves,US,GB,T,I
64782,2016,Reptilia,Reptilia,DE,MG,S,W
64783,2016,Reptilia,Reptilia,IT,MG,S,W
64784,2016,Reptilia,Reptilia,US,MG,S,W
64785,2016,Scleractinia spp.,Anthozoa,AE,AU,T,W
64786,2016,Scleractinia spp.,Anthozoa,AE,FJ,T,W
64787,2016,Scleractinia spp.,Anthozoa,AE,ID,T,W
64788,2016,Scleractinia spp.,Anthozoa,AE,ID,T,W
64789,2016,Scleractinia spp.,Anthozoa,AE,ID,T,W
64790,2016,Scleractinia spp.,Anthozoa,AM,ID,T,W
64791,2016,Scleractinia spp.,Anthozoa,AM,MY,T,W
64792,2016,Scleractinia spp.,Anthozoa,AR,AU,T,W
64793,2016,Scleractinia spp.,Anthozoa,AR,FJ,T,W
64794,2016,Scleractinia spp.,Anthozoa,AR,FJ,T,W
64795,2016,Scleractinia spp.,Anthozoa,AT,AU,T,W
64796,2016,Scleractinia spp.,Anthozoa,AT,ID,T,W
64797,2016,Scleractinia spp.,Anthozoa,AT,ID,T,W
64798,2016,Scleractinia spp.,Anthozoa,AU,FR,S,W
64799,2016,Scleractinia spp.,Anthozoa,AU,US,T,I
64800,2016,Scleractinia spp.,Anthozoa,AU,US,S,W
64801,2016,Scleractinia spp.,Anthozoa,BD,ID,T,W
64802,2016,Scleractinia spp.,Anthozoa,BE,ID,T,W
64803,2016,Scleractinia spp.,Anthozoa,BG,ID,T,W
64804,2016,Scleractinia spp.,Anthozoa,BR,ID,T,W
64805,2016,Scleractinia spp.,Anthozoa,BR,US,T,W
64806,2016,Scleractinia spp.,Anthozoa,CA,ID,T,W
64807,2016,Scleractinia spp.,Anthozoa,CA,MY,T,W
64808,2016,Scleractinia spp.,Anthozoa,CA,US,T,W
64809,2016,Scleractinia spp.,Anthozoa,CA,US,T,I
64810,2016,Scleractinia spp.,Anthozoa,CA,US,T,W
64811,2016,Scleractinia spp.,Anthozoa,CA,US,T,W
64812,2016,Scleractinia spp.,Anthozoa,CH,DE,T,W
64813,2016,Scleractinia spp.,Anthozoa,CH,DE,T,F
64814,2016,Scleractinia spp.,Anthozoa,CH,ID,T,W
64815,2016,Scleractinia spp.,Anthozoa,CH,IT,T,W
64816,2016,Scleractinia spp.,Anthozoa,CL,US,T,I
64817,2016,Scleractinia spp.,Anthozoa,CL,US,T,W
64818,2016,Scleractinia spp.,Anthozoa,CL,US,T,I
64819,2016,Scleractinia spp.,Anthozoa,CN,AU,T,W
64820,2016,Scleractinia spp.,Anthozoa,CN,ID,T,W
64821,2016,Scleractinia spp.,Anthozoa,CN,NZ,T,W
64822,2016,Scleractinia spp.,Anthozoa,CR,US,T,W
64823,2016,Scleractinia spp.,Anthozoa,CR,US,T,W
64824,2016,Scleractinia spp.,Anthozoa,CR,US,T,W
64825,2016,Scleractinia spp.,Anthozoa,CR,US,T,W
64826,2016,Scleractinia spp.,Anthozoa,CR,US,T,I
64827,2016,Scleractinia spp.,Anthozoa,CR,US,T,W
64828,2016,Scleractinia spp.,Anthozoa,CR,US,T,W
64829,2016,Scleractinia spp.,Anthozoa,CR,US,T,W
64830,2016,Scleractinia spp.,Anthozoa,CY,ID,T,W
64831,2016,Scleractinia spp.,Anthozoa,CY,ID,T,W
64832,2016,Scleractinia spp.,Anthozoa,CY,ID,T,W
64833,2016,Scleractinia spp.,Anthozoa,CZ,AU,T,W
64834,2016,Scleractinia spp.,Anthozoa,CZ,ID,T,W
64835,2016,Scleractinia spp.,Anthozoa,CZ,ID,T,W
64836,2016,Scleractinia spp.,Anthozoa,DE,AU,T,W
64837,2016,Scleractinia spp.,Anthozoa,DE,AU,T,W
64838,2016,Scleractinia spp.,Anthozoa,DE,FJ,T,W
64839,2016,Scleractinia spp.,Anthozoa,DE,FJ,S,W
64840,2016,Scleractinia spp.,Anthozoa,DE,FJ,T,W
64841,2016,Scleractinia spp.,Anthozoa,DE,FR,S,W
64842,2016,Scleractinia spp.,Anthozoa,DE,ID,T,W
64843,2016,Scleractinia spp.,Anthozoa,DE,ID,T,W
64844,2016,Scleractinia spp.,Anthozoa,DE,ID,T,W
64845,2016,Scleractinia spp.,Anthozoa,DE,KY,P,W
64846,2016,Scleractinia spp.,Anthozoa,DE,SC,P,W
64847,2016,Scleractinia spp.,Anthozoa,DE,TO,T,W
64848,2016,Scleractinia spp.,Anthozoa,DE,VN,T,W
64849,2016,Scleractinia spp.,Anthozoa,DK,AU,T,W
64850,2016,Scleractinia spp.,Anthozoa,DK,AU,T,W
64851,2016,Scleractinia spp.,Anthozoa,DK,FJ,T,F
64852,2016,Scleractinia spp.,Anthozoa,DK,FJ,T,W
64853,2016,Scleractinia spp.,Anthozoa,DK,ID,T,W
64854,2016,Scleractinia spp.,Anthozoa,DK,ID,T,W
64855,2016,Scleractinia spp.,Anthozoa,DK,XX,T,W
64856,2016,Scleractinia spp.,Anthozoa,DO,US,T,W
64857,2016,Scleractinia spp.,Anthozoa,DZ,ID,T,W
64858,2016,Scleractinia spp.,Anthozoa,EG,ID,T,W
64859,2016,Scleractinia spp.,Anthozoa,ES,AU,T,W
64860,2016,Scleractinia spp.,Anthozoa,ES,FJ,T,W
64861,2016,Scleractinia spp.,Anthozoa,ES,ID,T,W
64862,2016,Scleractinia spp.,Anthozoa,ES,ID,T,W
64863,2016,Scleractinia spp.,Anthozoa,FR,AU,T,W
64864,2016,Scleractinia spp.,Anthozoa,FR,AU,T,W
64865,2016,Scleractinia spp.,Anthozoa,FR,FJ,T,W
64866,2016,Scleractinia spp.,Anthozoa,FR,FJ,T,W
64867,2016,Scleractinia spp.,Anthozoa,FR,FR,S,W
64868,2016,Scleractinia spp.,Anthozoa,FR,ID,T,W
64869,2016,Scleractinia spp.,Anthozoa,FR,ID,T,W
64870,2016,Scleractinia spp.,Anthozoa,FR,ID,T,W
64871,2016,Scleractinia spp.,Anthozoa,FR,ID,T,W
64872,2016,Scleractinia spp.,Anthozoa,FR,MG,S,W
64873,2016,Scleractinia spp.,Anthozoa,FR,SC,P,W
64874,2016,Scleractinia spp.,Anthozoa,FR,SG,T,W
64875,2016,Scleractinia spp.,Anthozoa,GB,AQ,S,W
64876,2016,Scleractinia spp.,Anthozoa,GB,AU,T,W
64877,2016,Scleractinia spp.,Anthozoa,GB,FJ,T,W
64878,2016,Scleractinia spp.,Anthozoa,GB,ID,T,W
64879,2016,Scleractinia spp.,Anthozoa,GB,ID,T,W
64880,2016,Scleractinia spp.,Anthozoa,GB,ID,T,W
64881,2016,Scleractinia spp.,Anthozoa,GG,GB,T,W
64882,2016,Scleractinia spp.,Anthozoa,GR,ID,T,W
64883,2016,Scleractinia spp.,Anthozoa,GT,US,T,W
64884,2016,Scleractinia spp.,Anthozoa,GT,US,T,W
64885,2016,Scleractinia spp.,Anthozoa,HK,AU,T,W
64886,2016,Scleractinia spp.,Anthozoa,HK,ID,T,W
64887,2016,Scleractinia spp.,Anthozoa,HK,ID,T,W
64888,2016,Scleractinia spp.,Anthozoa,HK,TO,T,W
64889,2016,Scleractinia spp.,Anthozoa,HK,VN,T,I
64890,2016,Scleractinia spp.,Anthozoa,HU,ID,T,W
64891,2016,Scleractinia spp.,Anthozoa,IE,ID,T,W
64892,2016,Scleractinia spp.,Anthozoa,IE,ID,T,F
64893,2016,Scleractinia spp.,Anthozoa,IL,ID,T,W
64894,2016,Scleractinia spp.,Anthozoa,IN,ID,T,W
64895,2016,Scleractinia spp.,Anthozoa,IN,MY,T,W
64896,2016,Scleractinia spp.,Anthozoa,IN,SC,P,W
64897,2016,Scleractinia spp.,Anthozoa,IR,ID,T,W
64898,2016,Scleractinia spp.,Anthozoa,IT,AU,T,W
64899,2016,Scleractinia spp.,Anthozoa,IT,ID,T,W
64900,2016,Scleractinia spp.,Anthozoa,IT,ID,T,W
64901,2016,Scleractinia spp.,Anthozoa,IT,ID,T,W
64902,2016,Scleractinia spp.,Anthozoa,IT,SC,P,C
64903,2016,Scleractinia spp.,Anthozoa,IT,SC,P,W
64904,2016,Scleractinia spp.,Anthozoa,JO,ID,T,W
64905,2016,Scleractinia spp.,Anthozoa,JP,AU,T,W
64906,2016,Scleractinia spp.,Anthozoa,JP,AU,T,W
64907,2016,Scleractinia spp.,Anthozoa,JP,FJ,T,W
64908,2016,Scleractinia spp.,Anthozoa,JP,FJ,T,W
64909,2016,Scleractinia spp.,Anthozoa,JP,ID,T,W
64910,2016,Scleractinia spp.,Anthozoa,JP,ID,T,W
64911,2016,Scleractinia spp.,Anthozoa,JP,ID,T,F
64912,2016,Scleractinia spp.,Anthozoa,JP,ID,T,W
64913,2016,Scleractinia spp.,Anthozoa,JP,TO,T,W
64914,2016,Scleractinia spp.,Anthozoa,JP,VN,T,W
64915,2016,Scleractinia spp.,Anthozoa,JP,VN,T,W
64916,2016,Scleractinia spp.,Anthozoa,KP,ID,T,W
64917,2016,Scleractinia spp.,Anthozoa,KR,ID,T,W
64918,2016,Scleractinia spp.,Anthozoa,KW,ID,T,W
64919,2016,Scleractinia spp.,Anthozoa,KZ,MY,T,W
64920,2016,Scleractinia spp.,Anthozoa,LA,ID,T,W
64921,2016,Scleractinia spp.,Anthozoa,MA,ID,T,W
64922,2016,Scleractinia spp.,Anthozoa,MA,SG,T,W
64923,2016,Scleractinia spp.,Anthozoa,MO,ID,T,W
64924,2016,Scleractinia spp.,Anthozoa,MX,ID,T,W
64925,2016,Scleractinia spp.,Anthozoa,MX,US,T,W
64926,2016,Scleractinia spp.,Anthozoa,MX,US,T,W
64927,2016,Scleractinia spp.,Anthozoa,MX,US,T,W
64928,2016,Scleractinia spp.,Anthozoa,MX,US,T,W
64929,2016,Scleractinia spp.,Anthozoa,MX,US,T,W
64930,2016,Scleractinia spp.,Anthozoa,MX,US,T,W
64931,2016,Scleractinia spp.,Anthozoa,MX,US,T,W
64932,2016,Scleractinia spp.,Anthozoa,MX,US,T,W
64933,2016,Scleractinia spp.,Anthozoa,MY,FJ,T,W
64934,2016,Scleractinia spp.,Anthozoa,MY,ID,T,C
64935,2016,Scleractinia spp.,Anthozoa,MY,ID,T,W
64936,2016,Scleractinia spp.,Anthozoa,MY,TO,T,C
64937,2016,Scleractinia spp.,Anthozoa,MY,VN,T,W
64938,2016,Scleractinia spp.,Anthozoa,NL,ID,T,W
64939,2016,Scleractinia spp.,Anthozoa,NL,ID,T,W
64940,2016,Scleractinia spp.,Anthozoa,NL,VN,T,W
64941,2016,Scleractinia spp.,Anthozoa,NO,DE,T,W
64942,2016,Scleractinia spp.,Anthozoa,NO,ID,T,W
64943,2016,Scleractinia spp.,Anthozoa,NO,NL,T,W
64944,2016,Scleractinia spp.,Anthozoa,NZ,AU,P,W
64945,2016,Scleractinia spp.,Anthozoa,NZ,AU,T,W
64946,2016,Scleractinia spp.,Anthozoa,NZ,FJ,T,W
64947,2016,Scleractinia spp.,Anthozoa,NZ,FJ,T,W
64948,2016,Scleractinia spp.,Anthozoa,NZ,TO,T,W
64949,2016,Scleractinia spp.,Anthozoa,NZ,VU,P,W
64950,2016,Scleractinia spp.,Anthozoa,OM,ID,T,W
64951,2016,Scleractinia spp.,Anthozoa,PE,ID,T,W
64952,2016,Scleractinia spp.,Anthozoa,PK,ID,T,W
64953,2016,Scleractinia spp.,Anthozoa,PL,FJ,T,W
64954,2016,Scleractinia spp.,Anthozoa,PL,ID,T,W
64955,2016,Scleractinia spp.,Anthozoa,PL,ID,T,W
64956,2016,Scleractinia spp.,Anthozoa,PL,ID,T,W
64957,2016,Scleractinia spp.,Anthozoa,PL,ID,T,W
64958,2016,Scleractinia spp.,Anthozoa,PT,ID,T,W
64959,2016,Scleractinia spp.,Anthozoa,QA,ID,T,W
64960,2016,Scleractinia spp.,Anthozoa,RE,SG,T,W
64961,2016,Scleractinia spp.,Anthozoa,RO,ID,T,W
64962,2016,Scleractinia spp.,Anthozoa,RO,ID,T,W
64963,2016,Scleractinia spp.,Anthozoa,RS,MY,T,W
64964,2016,Scleractinia spp.,Anthozoa,RS,MY,T,W
64965,2016,Scleractinia spp.,Anthozoa,RU,ID,T,W
64966,2016,Scleractinia spp.,Anthozoa,RU,SC,P,W
64967,2016,Scleractinia spp.,Anthozoa,RU,SG,T,W
64968,2016,Scleractinia spp.,Anthozoa,SA,ID,T,W
64969,2016,Scleractinia spp.,Anthozoa,SE,ID,T,W
64970,2016,Scleractinia spp.,Anthozoa,SG,AU,T,W
64971,2016,Scleractinia spp.,Anthozoa,SG,AU,T,W
64972,2016,Scleractinia spp.,Anthozoa,SG,FJ,T,W
64973,2016,Scleractinia spp.,Anthozoa,SG,FJ,T,W
64974,2016,Scleractinia spp.,Anthozoa,SG,ID,T,W
64975,2016,Scleractinia spp.,Anthozoa,SG,TO,T,W
64976,2016,Scleractinia spp.,Anthozoa,SM,AU,T,W
64977,2016,Scleractinia spp.,Anthozoa,SM,AU,T,W
64978,2016,Scleractinia spp.,Anthozoa,SM,ID,T,W
